The converted file is generated at:
2017-05-23 04:28:08
XMax XMin YMax YMin
0.787 -0.787 0.786 -0.786
Number of Layers:
132
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 95
28.539
51
-0.575 -0.418 148.266
-0.622 -0.342 154.867
-0.660 -0.261 161.565
-0.688 -0.177 169.066
-0.705 -0.089 176.785
-0.710 0.000 183.215
-0.705 0.089 190.934
-0.688 0.177 198.435
-0.660 0.261 205.133
-0.622 0.342 211.734
-0.575 0.418 219.971
-0.518 0.486 226.818
-0.453 0.547 233.643
-0.381 0.600 241.440
-0.302 0.643 248.318
-0.219 0.676 255.651
-0.133 0.698 262.875
-0.045 0.709 270.000
0.045 0.709 277.125
0.133 0.698 284.349
0.219 0.676 291.682
0.302 0.643 298.560
0.381 0.600 306.357
0.453 0.547 313.182
0.518 0.486 320.029
0.575 0.418 328.266
0.622 0.342 334.867
0.660 0.261 341.565
0.688 0.177 349.066
0.705 0.089 356.785
0.710 0.000 363.215
0.705 -0.089 370.934
0.688 -0.177 378.435
0.660 -0.261 385.133
0.622 -0.342 391.734
0.575 -0.418 399.971
0.518 -0.486 406.818
0.453 -0.547 413.643
0.381 -0.600 421.440
0.302 -0.643 428.318
0.219 -0.676 435.651
0.133 -0.698 442.875
0.045 -0.709 450.000
-0.045 -0.709 457.125
-0.133 -0.698 464.349
-0.219 -0.676 471.682
-0.302 -0.643 478.560
-0.381 -0.600 486.357
-0.453 -0.547 493.182
-0.518 -0.486 500.029
-0.575 -0.418 500.029
Layer: 96
28.539
51
-0.547 -0.397 319.764
-0.492 -0.462 314.045
-0.431 -0.521 305.380
-0.362 -0.570 298.989
-0.288 -0.611 291.425
-0.209 -0.642 285.018
-0.127 -0.664 276.710
-0.042 -0.674 270.000
0.042 -0.674 263.290
0.127 -0.664 254.982
0.209 -0.642 248.575
0.288 -0.611 241.011
0.362 -0.570 234.620
0.431 -0.521 225.955
0.492 -0.462 220.236
0.547 -0.397 212.005
0.592 -0.325 205.346
0.628 -0.249 197.796
0.654 -0.168 190.911
0.670 -0.085 184.038
0.676 0.000 175.962
0.670 0.085 169.089
0.654 0.168 162.204
0.628 0.249 154.654
0.592 0.325 147.995
0.547 0.397 139.764
0.492 0.462 134.045
0.431 0.521 125.380
0.362 0.570 118.989
0.288 0.611 111.425
0.209 0.642 105.018
0.127 0.664 96.710
0.042 0.674 90.000
-0.042 0.674 83.290
-0.127 0.664 74.982
-0.209 0.642 68.575
-0.288 0.611 61.011
-0.362 0.570 54.620
-0.431 0.521 45.955
-0.492 0.462 40.236
-0.547 0.397 32.005
-0.592 0.325 25.346
-0.628 0.249 17.796
-0.654 0.168 10.911
-0.670 0.085 4.038
-0.676 0.000 -4.038
-0.670 -0.085 -10.911
-0.654 -0.168 -17.796
-0.628 -0.249 -25.346
-0.592 -0.325 -32.005
-0.547 -0.397 -32.005
seperation layer:
28.539
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 97
29.139
51
0.613 -0.337 32.421
0.566 -0.411 39.472
0.510 -0.479 46.848
0.446 -0.539 54.310
0.375 -0.590 60.819
0.298 -0.633 68.682
0.216 -0.665 75.489
0.131 -0.687 82.794
0.044 -0.698 90.000
-0.044 -0.698 97.206
-0.131 -0.687 104.511
-0.216 -0.665 111.318
-0.298 -0.633 119.181
-0.375 -0.590 125.690
-0.446 -0.539 133.152
-0.510 -0.479 140.528
-0.566 -0.411 147.579
-0.613 -0.337 155.179
-0.650 -0.257 161.980
-0.677 -0.174 168.818
-0.694 -0.088 176.748
-0.699 0.000 183.252
-0.694 0.088 191.182
-0.677 0.174 198.020
-0.650 0.257 204.821
-0.613 0.337 212.421
-0.566 0.411 219.472
-0.510 0.479 226.848
-0.446 0.539 234.310
-0.375 0.590 240.819
-0.298 0.633 248.682
-0.216 0.665 255.489
-0.131 0.687 262.794
-0.044 0.698 270.000
0.044 0.698 277.206
0.131 0.687 284.511
0.216 0.665 291.318
0.298 0.633 299.181
0.375 0.590 305.690
0.446 0.539 313.152
0.510 0.479 320.528
0.566 0.411 327.579
0.613 0.337 335.179
0.650 0.257 341.980
0.677 0.174 348.818
0.694 0.088 356.748
0.699 0.000 363.252
0.694 -0.088 371.182
0.677 -0.174 378.020
0.650 -0.257 384.821
0.613 -0.337 384.821
Layer: 98
29.139
51
0.582 -0.320 205.641
0.618 -0.245 198.004
0.644 -0.165 190.366
0.659 -0.083 183.447
0.664 0.000 176.553
0.659 0.083 169.634
0.644 0.165 161.996
0.618 0.245 154.359
0.582 0.320 148.213
0.538 0.391 139.844
0.484 0.455 133.531
0.424 0.512 125.776
0.356 0.561 118.720
0.283 0.601 111.675
0.205 0.632 104.534
0.124 0.653 96.953
0.042 0.663 90.000
-0.042 0.663 83.047
-0.124 0.653 75.466
-0.205 0.632 68.325
-0.283 0.601 61.280
-0.356 0.561 54.224
-0.424 0.512 46.469
-0.484 0.455 40.156
-0.538 0.391 31.787
-0.582 0.320 25.641
-0.618 0.245 18.004
-0.644 0.165 10.366
-0.659 0.083 3.447
-0.664 0.000 -3.447
-0.659 -0.083 -10.366
-0.644 -0.165 -18.004
-0.618 -0.245 -25.641
-0.582 -0.320 -31.787
-0.538 -0.391 -40.156
-0.484 -0.455 -46.469
-0.424 -0.512 -54.224
-0.356 -0.561 -61.280
-0.283 -0.601 -68.325
-0.205 -0.632 -75.466
-0.124 -0.653 -83.047
-0.042 -0.663 -90.000
0.042 -0.663 -96.953
0.124 -0.653 -104.534
0.205 -0.632 -111.675
0.283 -0.601 -118.720
0.356 -0.561 -125.776
0.424 -0.512 -133.531
0.484 -0.455 -139.844
0.538 -0.391 -148.213
0.582 -0.320 -148.213
seperation layer:
29.139
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 99
29.739
51
-0.129 0.675 262.711
-0.043 0.686 270.000
0.043 0.686 277.289
0.129 0.675 284.199
0.212 0.654 291.557
0.293 0.622 299.249
0.368 0.580 305.538
0.438 0.530 313.122
0.501 0.471 320.618
0.556 0.404 327.783
0.602 0.331 334.622
0.639 0.253 341.775
0.666 0.171 349.340
0.682 0.086 356.673
0.687 0.000 363.327
0.682 -0.086 370.660
0.666 -0.171 378.225
0.639 -0.253 385.378
0.602 -0.331 392.217
0.556 -0.404 399.382
0.501 -0.471 406.878
0.438 -0.530 414.462
0.368 -0.580 420.751
0.293 -0.622 428.443
0.212 -0.654 435.801
0.129 -0.675 442.711
0.043 -0.686 450.000
-0.043 -0.686 457.289
-0.129 -0.675 464.199
-0.212 -0.654 471.557
-0.293 -0.622 479.249
-0.368 -0.580 485.538
-0.438 -0.530 493.122
-0.501 -0.471 500.618
-0.556 -0.404 507.783
-0.602 -0.331 514.622
-0.639 -0.253 521.775
-0.666 -0.171 529.340
-0.682 -0.086 536.673
-0.687 0.000 543.327
-0.682 0.086 550.660
-0.666 0.171 558.225
-0.639 0.253 565.378
-0.602 0.331 572.217
-0.556 0.404 579.382
-0.501 0.471 586.878
-0.438 0.530 594.462
-0.368 0.580 600.751
-0.293 0.622 608.443
-0.212 0.654 615.801
-0.129 0.675 615.801
Layer: 100
29.739
51
-0.122 0.639 75.114
-0.201 0.618 68.459
-0.277 0.588 61.220
-0.348 0.549 53.973
-0.414 0.501 46.975
-0.474 0.445 39.536
-0.526 0.382 32.525
-0.570 0.313 25.313
-0.605 0.239 17.987
-0.630 0.162 10.491
-0.645 0.081 3.532
-0.650 0.000 -3.532
-0.645 -0.081 -10.491
-0.630 -0.162 -17.987
-0.605 -0.239 -25.313
-0.570 -0.313 -32.525
-0.526 -0.382 -39.536
-0.474 -0.445 -46.975
-0.414 -0.501 -53.973
-0.348 -0.549 -61.220
-0.277 -0.588 -68.459
-0.201 -0.618 -75.114
-0.122 -0.639 -82.962
-0.041 -0.649 -90.000
0.041 -0.649 -97.038
0.122 -0.639 -104.886
0.201 -0.618 -111.541
0.277 -0.588 -118.780
0.348 -0.549 -126.027
0.414 -0.501 -133.025
0.474 -0.445 -140.464
0.526 -0.382 -147.475
0.570 -0.313 -154.687
0.605 -0.239 -162.013
0.630 -0.162 -169.509
0.645 -0.081 -176.468
0.650 0.000 -183.532
0.645 0.081 -190.491
0.630 0.162 -197.987
0.605 0.239 -205.313
0.570 0.313 -212.525
0.526 0.382 -219.536
0.474 0.445 -226.975
0.414 0.501 -233.973
0.348 0.549 -241.220
0.277 0.588 -248.459
0.201 0.618 -255.114
0.122 0.639 -262.962
0.041 0.649 -270.000
-0.041 0.649 -277.038
-0.122 0.639 -277.038
seperation layer:
29.739
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 101
30.339
51
-0.544 -0.395 147.633
-0.589 -0.324 154.654
-0.625 -0.248 162.204
-0.651 -0.167 169.089
-0.667 -0.084 176.594
-0.672 0.000 183.406
-0.667 0.084 190.911
-0.651 0.167 197.796
-0.625 0.248 205.346
-0.589 0.324 212.367
-0.544 0.395 219.719
-0.490 0.460 226.444
-0.429 0.518 234.071
-0.360 0.568 241.607
-0.286 0.608 248.325
-0.208 0.639 254.982
-0.126 0.661 263.211
-0.042 0.671 270.000
0.042 0.671 276.789
0.126 0.661 285.018
0.208 0.639 291.675
0.286 0.608 298.393
0.360 0.568 305.929
0.429 0.518 313.556
0.490 0.460 320.281
0.544 0.395 327.633
0.589 0.324 334.654
0.625 0.248 342.204
0.651 0.167 349.089
0.667 0.084 356.594
0.672 0.000 363.406
0.667 -0.084 370.911
0.651 -0.167 377.796
0.625 -0.248 385.346
0.589 -0.324 392.367
0.544 -0.395 399.719
0.490 -0.460 406.444
0.429 -0.518 414.071
0.360 -0.568 421.607
0.286 -0.608 428.325
0.208 -0.639 434.982
0.126 -0.661 443.211
0.042 -0.671 450.000
-0.042 -0.671 456.789
-0.126 -0.661 465.018
-0.208 -0.639 471.675
-0.286 -0.608 478.393
-0.360 -0.568 485.929
-0.429 -0.518 493.556
-0.490 -0.460 500.281
-0.544 -0.395 500.281
Layer: 102
30.339
51
-0.514 -0.373 320.560
-0.463 -0.435 312.955
-0.405 -0.489 305.870
-0.340 -0.536 299.124
-0.270 -0.575 291.400
-0.196 -0.604 284.560
-0.119 -0.624 277.214
-0.040 -0.634 270.000
0.040 -0.634 262.786
0.119 -0.624 255.440
0.196 -0.604 248.600
0.270 -0.575 240.876
0.340 -0.536 234.130
0.405 -0.489 227.045
0.463 -0.435 219.440
0.514 -0.373 212.692
0.557 -0.306 205.278
0.591 -0.234 197.526
0.615 -0.158 190.886
0.630 -0.080 183.576
0.635 0.000 176.424
0.630 0.080 169.114
0.615 0.158 162.474
0.591 0.234 154.722
0.557 0.306 147.308
0.514 0.373 140.560
0.463 0.435 132.955
0.405 0.489 125.870
0.340 0.536 119.124
0.270 0.575 111.400
0.196 0.604 104.560
0.119 0.624 97.214
0.040 0.634 90.000
-0.040 0.634 82.786
-0.119 0.624 75.440
-0.196 0.604 68.600
-0.270 0.575 60.876
-0.340 0.536 54.130
-0.405 0.489 47.045
-0.463 0.435 39.440
-0.514 0.373 32.692
-0.557 0.306 25.278
-0.591 0.234 17.526
-0.615 0.158 10.886
-0.630 0.080 3.576
-0.635 0.000 -3.576
-0.630 -0.080 -10.886
-0.615 -0.158 -17.526
-0.591 -0.234 -25.278
-0.557 -0.306 -32.692
-0.514 -0.373 -32.692
seperation layer:
30.339
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
0.325 0.716 254.055
0.29 0.726 239.036
0.265 0.741 254.054
0.23 0.751 257.471
0.185 0.761 253.301
0.135 0.776 270.0
-0.125 0.776 282.095
-0.195 0.761 282.529
-0.24 0.751 291.802
-0.265 0.741 293.199
-0.3 0.726 291.801
-0.325 0.716 293.199
-0.36 0.701 300.964
-0.385 0.686 299.745
-0.42 0.666 300.964
-0.445 0.651 307.875
-0.49 0.616 309.472
-0.575 0.546 330.945
-0.6 0.501 306.87
-0.62 0.486 323.13
-0.65 0.446 327.995
-0.675 0.406 330.255
-0.695 0.371 333.435
-0.705 0.351 338.199
-0.715 0.326 338.199
-0.725 0.301 336.801
-0.74 0.266 344.055
-0.75 0.231 344.055
-0.76 0.196 345.964
-0.775 0.136 354.56
-0.785 0.031 0.0
-0.785 -0.039 5.194
-0.775 -0.149 15.255
-0.76 -0.204 15.945
-0.75 -0.239 14.036
-0.74 -0.279 36.87
-0.725 -0.299 15.945
-0.715 -0.334 38.66
-0.695 -0.359 23.199
-0.68 -0.394 30.964
-0.665 -0.419 21.801
-0.655 -0.444 36.87
-0.64 -0.464 53.13
-0.62 -0.479 26.565
-0.61 -0.499 40.601
-0.58 -0.534 50.194
-0.55 -0.559 47.121
-0.48 -0.624 55.008
-0.43 -0.659 54.462
-0.395 -0.684 66.038
-0.35 -0.704 59.036
-0.325 -0.719 78.69
-0.3 -0.724 66.801
-0.265 -0.739 59.036
-0.24 -0.754 83.66
-0.195 -0.759 71.565
-0.15 -0.774 83.29
-0.065 -0.784 45.0
-0.059 -0.79 45.0
Layer: 103
30.939
51
0.576 -0.317 32.525
0.532 -0.386 39.629
0.479 -0.450 46.469
0.419 -0.507 54.382
0.352 -0.555 60.945
0.280 -0.595 68.714
0.203 -0.625 75.292
0.123 -0.646 83.047
0.041 -0.656 90.000
-0.041 -0.656 96.953
-0.123 -0.646 104.708
-0.203 -0.625 111.286
-0.280 -0.595 119.055
-0.352 -0.555 125.618
-0.419 -0.507 133.531
-0.479 -0.450 140.371
-0.532 -0.386 147.475
-0.576 -0.317 154.983
-0.611 -0.242 161.565
-0.637 -0.164 169.634
-0.652 -0.082 176.511
-0.657 0.000 183.489
-0.652 0.082 190.366
-0.637 0.164 198.435
-0.611 0.242 205.017
-0.576 0.317 212.525
-0.532 0.386 219.629
-0.479 0.450 226.469
-0.419 0.507 234.382
-0.352 0.555 240.945
-0.280 0.595 248.714
-0.203 0.625 255.292
-0.123 0.646 263.047
-0.041 0.656 270.000
0.041 0.656 276.953
0.123 0.646 284.708
0.203 0.625 291.286
0.280 0.595 299.055
0.352 0.555 305.618
0.419 0.507 313.531
0.479 0.450 320.371
0.532 0.386 327.475
0.576 0.317 334.983
0.611 0.242 341.565
0.637 0.164 349.634
0.652 0.082 356.511
0.657 0.000 363.489
0.652 -0.082 370.366
0.637 -0.164 378.435
0.611 -0.242 385.017
0.576 -0.317 385.017
Layer: 104
30.939
51
0.543 -0.299 205.589
0.577 -0.228 197.969
0.601 -0.154 190.437
0.615 -0.078 183.668
0.620 0.000 176.332
0.615 0.078 169.563
0.601 0.154 162.031
0.577 0.228 154.411
0.543 0.299 148.151
0.502 0.365 140.194
0.452 0.425 132.917
0.395 0.478 126.135
0.332 0.524 118.551
0.264 0.561 111.938
0.192 0.590 104.036
0.116 0.609 97.400
0.039 0.619 90.000
-0.039 0.619 82.600
-0.116 0.609 75.964
-0.192 0.590 68.062
-0.264 0.561 61.449
-0.332 0.524 53.865
-0.395 0.478 47.083
-0.452 0.425 39.806
-0.502 0.365 31.849
-0.543 0.299 25.589
-0.577 0.228 17.969
-0.601 0.154 10.437
-0.615 0.078 3.668
-0.620 0.000 -3.668
-0.615 -0.078 -10.437
-0.601 -0.154 -17.969
-0.577 -0.228 -25.589
-0.543 -0.299 -31.849
-0.502 -0.365 -39.806
-0.452 -0.425 -47.083
-0.395 -0.478 -53.865
-0.332 -0.524 -61.449
-0.264 -0.561 -68.062
-0.192 -0.590 -75.964
-0.116 -0.609 -82.600
-0.039 -0.619 -90.000
0.039 -0.619 -97.400
0.116 -0.609 -104.036
0.192 -0.590 -111.938
0.264 -0.561 -118.551
0.332 -0.524 -126.135
0.395 -0.478 -132.917
0.452 -0.425 -140.194
0.502 -0.365 -148.151
0.543 -0.299 -148.151
seperation layer:
30.939
108
-0.059 -0.79 93.013
0.055 -0.784 96.34
0.145 -0.774 104.036
0.205 -0.759 101.31
0.255 -0.749 116.565
0.275 -0.739 110.556
0.315 -0.724 126.87
0.335 -0.709 101.31
0.36 -0.704 128.66
0.385 -0.684 119.745
0.42 -0.664 111.801
0.445 -0.654 130.601
0.48 -0.624 130.101
0.575 -0.544 153.435
0.585 -0.524 138.366
0.625 -0.479 144.462
0.65 -0.444 144.462
0.675 -0.409 153.435
0.695 -0.369 165.964
0.7 -0.349 149.036
0.715 -0.324 149.036
0.73 -0.299 164.055
0.74 -0.264 158.198
0.75 -0.239 164.055
0.76 -0.204 167.905
0.775 -0.134 174.56
0.785 -0.029 180.0
0.785 0.021 184.97
0.775 0.136 194.036
0.76 0.196 195.945
0.75 0.231 192.529
0.74 0.276 210.964
0.725 0.301 201.801
0.715 0.326 210.964
0.7 0.351 206.565
0.69 0.371 201.801
0.68 0.396 210.964
0.665 0.421 213.69
0.655 0.436 219.806
0.63 0.466 210.964
0.615 0.491 217.875
0.58 0.536 230.906
0.5 0.601 216.87
0.485 0.621 236.31
0.455 0.641 231.34
0.43 0.661 240.255
0.395 0.681 248.199
0.37 0.691 243.435
0.35 0.701 239.036
